relation_id,subject,predicate,object,hub_entity,hub_connectivity,confidence,section,source_paper,source_text,llama3.2_3b_text_accuracy,llama3.2_3b_text_faithfulness,llama3.2_3b_text_boundary_quality,llama3.2_3b_text_justification,llama3.2_3b_text_inference_time,llama3.2_3b_text_error,mistral_7b_text_accuracy,mistral_7b_text_faithfulness,mistral_7b_text_boundary_quality,mistral_7b_text_justification,mistral_7b_text_inference_time,mistral_7b_text_error,llama3.1_8b_text_accuracy,llama3.1_8b_text_faithfulness,llama3.1_8b_text_boundary_quality,llama3.1_8b_text_justification,llama3.1_8b_text_inference_time,llama3.1_8b_text_error
0x1253,methanotrophic bacteria,contains genes responsible for encoding,The genes responsible for encoding methane monooxygenase,,,,Key points,Copy of Ahmadi & Lackner 202420251113.pdf,The physiology of methanotrophic bacteria is fundamentally determined. Native multi-carbon utilizing pathways in methanotrophic bacteria are summarized. The genes responsible for encoding methane monooxygenase are discussed. Keywords CH4 fluxes · Greenhouse gas · Methane oxidation · Methanotrophic bacteria,True,5.0,5.0,"The relation is accurately represented in the sentence as it directly states that ""The genes responsible for encoding methane monooxygenase"" are discussed, which implies a connection between methanotrophic bacteria and these genes. The entity boundaries (subject and object) are correctly identified, with ""methanotrophic bacteria"" being the subject and ""The genes responsible for encoding methane monooxygenase"" being the object.",3.3257410526275635,,True,,,"The extracted relation is accurately represented in the sentence, as it directly states that ""The genes responsible for encoding methane monooxygenase are discussed,"" and these genes are specifically associated with methanotrophic bacteria. The subject and object boundaries are correctly identified, as they correspond to the entities mentioned in the relation.",5.689246892929077,,True,5.0,5.0,"The relation is directly stated in the sentence, with the subject ""methanotrophic bacteria"" and object ""The genes responsible for encoding methane monooxygenase"" clearly identified. The entity boundaries are also correctly marked, as they correspond to the exact positions of the subject and object in the source sentence.",5.401454210281372,
0x1293,This leads to,considerable controversy among different environmental and atmospheric scientists,several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023),,,,Introduction,Copy of Ahmadi & Lackner 202420251113.pdf,"This leads to considerable controversy among different environmental and atmospheric scientists, as evidenced in several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023).",True,5.0,5.0,"The extracted relation accurately represents the source sentence, as both the subject (""This leads to"") and object (""several previous publications"") are correctly identified.",2.0712218284606934,,True,,,"The relation is accurately represented in the sentence, as it directly states that ""This leads to considerable controversy among different environmental and atmospheric scientists."" The controversy is further supported by specific publications mentioned. The entity boundaries are correctly identified, with ""This"" being the subject and ""several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023)"" being the object.",6.503676176071167,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""This leads to"" clearly identified as the subject and ""several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023)"" as the object.",5.103667974472046,
0x1257,methanotrophic bacteria,has physiology determined by,The physiology of methanotrophic bacteria,,,,Key points,Copy of Ahmadi & Lackner 202420251113.pdf,The physiology of methanotrophic bacteria is fundamentally determined. Native multi-carbon utilizing pathways in methanotrophic bacteria are summarized. Keywords CH4 fluxes · Greenhouse gas · Methane oxidation · Methanotrophic bacteria,True,4.0,5.0,"The relation is accurately represented in the sentence, as it states that the physiology of methanotrophic bacteria is determined. The faithfulness rating is 4 because the source explicitly mentions ""fundamentally determined"", which closely matches the extracted relation. The entity boundaries are correctly identified, with the subject being ""methanotrophic bacteria"" and the object being ""The physiology of methanotrophic bacteria"".",3.337473154067993,,True,,,"The relation ""has physiology determined by"" is accurately represented in the sentence, as it directly states that the physiology of methanotrophic bacteria is fundamentally determined. The subject and object boundaries are also correctly identified, as they both refer to ""methanotrophic bacteria"" and its physiology respectively.",5.706342935562134,,True,4.0,5.0,"The relation is accurately represented in the sentence, as it states that the physiology of methanotrophic bacteria is determined. The entity boundaries are correctly identified, with ""methanotrophic bacteria"" serving as both subject and object.",4.611350774765015,
0x1248,advanced genetic analysis with ecological insights,pioneers a holistic approach to unraveling the biopotential of methanotrophs,offering unprecedented avenues for biotechnological applications,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"By amalgamating advanced genetic analysis with ecological insights, this study pioneers a holistic approach to unraveling the biopotential of methanotrophs, offering unprecedented avenues for biotechnological applications.",True,5.0,5.0,"The extracted relation accurately represents the source sentence, with no significant changes or additions. The subject and object boundaries are correctly identified, mirroring the exact positions in the original sentence.",2.196169853210449,,True,,,"The extracted relation accurately reflects the main subject, predicate, and object of the sentence. The system correctly identified the subject as ""advanced genetic analysis with ecological insights,"" which is pioneering a holistic approach to unraveling the biopotential of methanotrophs (predicate). The object, offering unprecedented avenues for biotechnological applications, is also correctly identified. The system's boundary identification is perfect as it accurately pinpointed the subject and object positions in the sentence.",7.113114833831787,,True,5.0,5.0,"The relation is directly stated in the sentence, with the subject and object phrases clearly identified. The entity boundaries are also correctly marked, as the subject phrase starts at character 16 and ends at character 66, and the object phrase starts at character 157 and ends at character 221.",4.937600135803223,
0x1243,global warming,is caused by,an increase in the average temperature on Earth,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"The potential consequences for mankind could be disastrous due to global warming, which arises from an increase in the average temperature on Earth.",True,4.0,5.0,"The relation is accurately represented in the sentence, as it states that global warming ""arises from"" an increase in average temperature on Earth. This phrasing directly supports the extracted relation, indicating a high level of faithfulness and correct entity boundaries.",2.379754066467285,,True,5.0,5.0,"The relation ""global warming is caused by an increase in the average temperature on Earth"" is directly stated in the source sentence. The subject, object, and their boundaries are correctly identified and aligned with the original text.",4.0804219245910645,,True,4.0,5.0,"The relation is accurately represented in the sentence, with ""global warming"" being the cause and ""an increase in the average temperature on Earth"" being the effect. The entity boundaries are correctly identified, with ""global warming"" starting at character 66 and ""an increase in the average temperature on Earth"" starting at character 100.",5.266969680786133,
0x7aac,reverse tricarboxylic acid cycle,is,rTCA,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",,,,,10.42369794845581,,False,,,"The extracted relation ""reverse tricarboxylic acid cycle is rTCA"" is not present in the provided sentence. The term ""rTCA"" appears in the source, but it's not related to being is or identified as anything in the given context.",5.759167909622192,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""reverse tricarboxylic acid cycle"" explicitly mentioned as the subject and ""rTCA"" as its object. The entity boundaries are also correctly identified, with no overlap or underlap between the subject and object positions.",5.70769190788269,
0x7aa8,ANME,are,anaerobic methanotrophic archaea,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""AMO"" are anaerobic methanotrophic archaea. The entity boundaries (subject and object) are correctly identified, with ""ANME"" being the subject and ""anaerobic methanotrophic archaea"" being the object.",3.100767135620117,,True,,,"The extracted relation ""ANME are anaerobic methanotrophic archaea"" is directly stated in the source sentence, where ANME and anaerobic methanotrophic archaea are clearly identified as subjects and objects respectively.",5.783417701721191,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""ANME"" explicitly mentioned as a subject and ""anaerobic methanotrophic archaea"" as its object. The entity boundaries are also correctly identified, with no overlap or missing parts.",5.199060916900635,
0x7aa6,Wood-Ljungdahl pathway,is,WLP,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation ""is"" is accurately represented in the sentence, as it directly states that the Wood-Ljungdahl pathway is equal to WLP. The entity boundaries are also correctly identified, with the subject being characters 561-583 and the object being characters 556-559.",2.8608829975128174,,False,,,"The extracted relation ""Wood-Ljungdahl pathway is WLP"" is not present in the source sentence. The term ""WLP"" only appears as an abbreviation for ""Wood-Ljungdahl pathway,"" so it cannot be used as an object in this context.",5.984899282455444,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Wood-Ljungdahl pathway"" as the subject and ""WLP"" as its abbreviation. The entity boundaries are correctly identified, with the subject starting at character 561 and the object at character 556.",5.616466760635376,
0x7a88,San Diego,is located in,California,,,,M.G. Kalyuzhnaya,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"Biology Department, Viral Information Institute, San Diego State University, San Diego, California, USA",True,5.0,4.0,"The relation is accurately represented in the sentence as it explicitly states that San Diego is located in California. The faithfulness rating of 5 indicates that this relation is directly stated in the source, with no ambiguity or inference required to understand the connection between the subject and object. The boundary quality rating of 4 suggests that the entity boundaries are generally correct, but there might be some minor issues with the exact positioning of the subject and object within the sentence.",3.7876760959625244,,True,5.0,5.0,"The relation ""is located in"" is directly stated between San Diego and California in the source sentence. The city of San Diego is located within the state of California, as mentioned explicitly in the text. The entity boundaries are correctly identified as the subject and object positions correspond to the correct entities in the sentence.",4.9736621379852295,,True,4.0,5.0,"The relation is accurately represented in the sentence, as San Diego is indeed located in California. The entity boundaries are correctly identified, with ""San Diego"" clearly marked as the subject and ""California"" as the object.",4.562913656234741,
0x7aa4,single-cell protein,is,SCP,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",,,,,3.7876129150390625,,True,,,"The extracted relation ""single-cell protein is SCP"" is directly stated in the source, as the subject and object are identical. The entity boundaries are correctly identified since both the subject and object refer to the same term ""single-cell protein"".",5.511245012283325,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""single-cell protein"" being the subject and ""SCP"" being its abbreviation as the object. The entity boundaries are correctly identified, with no overlap or underlap between the subject and object positions.",5.461350917816162,
0x7aaa,polyhydroxybutyrate,is,PHB,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",,5.0,5.0,"The extracted relation directly states that polyhydroxybutyrate (subject) ""is"" PHB (object), which matches the source sentence.",3.5327680110931396,,True,,,"The extracted relation ""polyhydroxybutyrate is PHB"" is directly stated in the source as ""PHB"" is listed as one of the abbreviations, and it corresponds to ""polyhydroxybutyrate"". The entity boundaries are correctly identified since both the subject and object are explicitly mentioned in the sentence.",6.657417058944702,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""polyhydroxybutyrate"" being explicitly mentioned as a subject and its abbreviation ""PHB"" as an object. The entity boundaries are also correctly identified, with no overlap or underlap between the subject and object positions.",5.422145128250122,
0x7aa3,partial serine cycle,is,pSC,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,4.0,5.0,"The relation is accurately represented in the sentence, as ""partial serine cycle"" directly follows ""serine cycle"". The entity boundaries (subject and object) are correctly identified, with ""partial serine cycle"" as the subject and ""pSC"" as the object.",2.9444820880889893,,True,,,"The extracted relation ""partial serine cycle is pSC"" is directly stated in the source sentence, as the subject and object are mentioned explicitly. The boundaries of the subject and object are correctly identified, as they correspond to the characters specified in the question.",5.429895877838135,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""partial serine cycle"" being the subject and ""pSC"" being its corresponding object. The entity boundaries are correctly identified as they match the exact positions of the subject and object in the source sentence.",5.159611701965332,
0x7a85,Viral Information Institute,is located at,San Diego State University,,,,M.G. Kalyuzhnaya,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"Biology Department, Viral Information Institute, San Diego State University, San Diego, California, USA",True,5.0,4.0,"The relation is accurately represented in the sentence, as it directly states that the Viral Information Institute is located at San Diego State University. The entity boundaries are mostly correct, with only a minor issue where ""San Diego"" appears before the university's name, which could be considered an error in boundary identification.",2.8226771354675293,,True,5.0,5.0,"The relation ""is located at"" is directly stated in the sentence, as the Viral Information Institute is part of San Diego State University. The entity boundaries are correctly identified, as both the subject and object are accurately positioned within the source sentence.",4.3327789306640625,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Viral Information Institute"" being the subject and ""San Diego State University"" being the object of the predicate ""is located at"". The entity boundaries are also correctly identified.",4.7974841594696045,
0x7aae,AnMO,is,anaerobic methane oxidation,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is accurately represented in the sentence, as ""anaerobic methane oxidation"" directly follows ""AnMO"". The entity boundaries are correctly identified, with ""AnMO"" being the subject and ""anaerobic methane oxidation"" being the object.",3.058202028274536,,True,,,"The extracted relation ""AnMO is anaerobic methane oxidation"" is directly stated in the source sentence, where AnMO and anaerobic methane oxidation are mentioned consecutively. The entity boundaries are correctly identified as both subject and object are present in their respective positions in the source sentence.",7.677199125289917,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""AnMO"" explicitly mentioned as the subject and ""anaerobic methane oxidation"" as the object. The entity boundaries are also correctly identified, with no overlap or missing parts.",5.667287111282349,
0x7aaf,dry cell weight,is,DCW,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",,,,,9.87345004081726,,False,,,"The extracted relation ""Subject: dry cell weight, Predicate: is, Object: DCW"" is not present in the provided sentence. The term ""dry cell weight"" does not have a predicate or object associated with it in the given context. Instead, it appears to be a term related to microbial biomass analysis, which is not directly mentioned or implied in the source sentence.",6.874570846557617,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""dry cell weight"" being the subject and ""DCW"" being the object. The entity boundaries are correctly identified as they match the exact positions of the words in the source sentence.",5.493052959442139,
0xa3f6,Zhongtang Yu,is affiliated with,Department of Animal Sciences (The Ohio State University),,,,Development and evaluation of a trickle bed bioreactor for enhanced mass transfer and methanol production from biogas,Copy of Sheets et al. 201720251113.pdf,"Johnathon P. Sheets a , Kathryn Lawson a , Xumeng Ge a , c , Lingling Wang b , Zhongtang Yu b , Yebo Li a , c , ∗

a Department of Food, Agricultural and Biological Engineering, The Ohio State University/Ohio Agricultural Research and Development Center, 1680 Madison Ave., Wooster, OH, 44691-4096, USA

b Department of Animal Sciences, The Ohio State University, Columbus, OH, 43210, USA

c quasar energy group, 8600 E. Pleasant Valley Rd, Independence, OH 44131, USA",True,5.0,5.0,"The relation ""is affiliated with"" is directly stated in the source sentence, and the entity boundaries (subject and object) are correctly identified as Zhongtang Yu being affiliated with the Department of Animal Sciences at The Ohio State University.",2.7743117809295654,,True,,,"The subject ""Zhongtang Yu"" is listed under the department ""Department of Animal Sciences, The Ohio State University"", which serves as the object in the extracted relation. This relation is directly stated and accurately represented in the source sentence.",5.411929130554199,,True,5.0,5.0,"The relation is directly stated in the sentence, and the entity boundaries (subject and object) are correctly identified as Zhongtang Yu being affiliated with Department of Animal Sciences.",4.458605766296387,
0xa402,Article,was accepted,5 March 2017,,,,a r t i c l e i n f o,Copy of Sheets et al. 201720251113.pdf,"Article history: Received 17 November 2016 Received in revised form 31 January 2017 Accepted 5 March 2017 Available online 7 March 2017

Keywords: Greenhouse gases Biological conversion Methane Methanotrophs Methanol",True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""Article was accepted"" on March 5, 2017. The entity boundaries are also correctly identified, with the subject being the word ""Article"" and the object being the date ""5 March 2017"".",2.8056421279907227,,True,5.0,5.0,"The relation ""was accepted"" is directly stated in the sentence, with the date ""5 March 2017"" being the exact object of the predicate. The subject and object boundaries are correctly identified as ""Article"" and ""5 March 2017"", respectively.",4.929731130599976,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Accepted"" as the predicate and ""Article"" as the subject. The object position of ""5 March 2017"" is also correctly identified, making both entity boundaries accurate.",4.70535683631897,
0xa415,CH4 emissions from human activities,equals to,>700 million metric tons of CO2 equivalent,,,,1. Introduction,Copy of Sheets et al. 201720251113.pdf,"In fact, nearly 11% of all of the greenhouse gases produced in the United States each year are due to CH4 emissions from human activities (>700 million metric tons of CO2 equivalent)",True,5.0,5.0,"The relation is accurately represented in the sentence, as it states that CH4 emissions from human activities are equal to or greater than 700 million metric tons of CO2 equivalent. The source sentence directly supports this relation by stating ""are due to"" which implies equality or proportionality.",2.782606840133667,,True,5.0,5.0,"The relation ""CH4 emissions from human activities equals to"" is accurately represented in the sentence, as it directly states that CH4 emissions from human activities are approximately 11% of all greenhouse gases produced in the United States each year, which equates to over 700 million metric tons of CO2 equivalent. The entity boundaries (subject and object) are correctly identified, as they correspond directly to the subjects and objects in the sentence.",6.017610788345337,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""CH4 emissions from human activities"" being the subject and "">700 million metric tons of CO2 equivalent"" being the object. The entity boundaries are also correctly identified, as they match the exact phrases mentioned in the extracted relation.",5.15267014503479,
0xa3ff,Greenhouse gases,is a topic of,the article,,,,a r t i c l e i n f o,Copy of Sheets et al. 201720251113.pdf,"Article history: Received 17 November 2016 Received in revised form 31 January 2017 Accepted 5 March 2017 Available online 7 March 2017

Keywords: Greenhouse gases Biological conversion Methane Methanotrophs Methanol",True,4.0,3.0,"The entity boundaries are generally correct, with ""Greenhouse gases"" as the subject and ""the article"" as the object. However, the boundary quality is not perfect because the sentence structure does not explicitly separate the subject from the rest of the text, which could lead to ambiguity in identifying the exact scope of the relation.",5.086968660354614,,True,,,"The subject ""Greenhouse gases"" is explicitly mentioned in the sentence, and it is one of the keywords listed. Although the relation is not directly stated as ""is a topic of"", it can be inferred from the context. The entity boundaries are accurately identified as the subject ""Greenhouse gases"" and the object ""the article"".",7.199075937271118,,True,4.0,5.0,"The relation is accurately represented in the sentence, as ""Greenhouse gases"" is indeed a topic of discussion in the article. The entity boundaries are correctly identified, with ""Greenhouse gases"" being the subject and ""the article"" being the object.",4.984172821044922,
0xa3f4,quasar energy group,is affiliated with,"8600 E. Pleasant Valley Rd, Independence, OH 44131, USA",,,,Development and evaluation of a trickle bed bioreactor for enhanced mass transfer and methanol production from biogas,Copy of Sheets et al. 201720251113.pdf,"Johnathon P. Sheets a , Kathryn Lawson a , Xumeng Ge a , c , Lingling Wang b , Zhongtang Yu b , Yebo Li a , c , ∗

a Department of Food, Agricultural and Biological Engineering, The Ohio State University/Ohio Agricultural Research and Development Center, 1680 Madison Ave., Wooster, OH, 44691-4096, USA

b Department of Animal Sciences, The Ohio State University, Columbus, OH, 43210, USA

c quasar energy group, 8600 E. Pleasant Valley Rd, Independence, OH 44131, USA",True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""quasar energy group"" is affiliated with the address. The entity boundaries are also correctly identified, as the subject and object are clearly separated from other information in the sentence.",2.975555658340454,,True,,,"The extracted relation ""quasar energy group is affiliated with 8600 E. Pleasant Valley Rd, Independence, OH 44131, USA"" is directly stated in the source sentence as indicated by the 'c' notation next to ""quasar energy group"" and the address information following it. The subject and object boundaries are correctly identified as well, with no errors in entity recognition.",7.104555130004883,,True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""quasar energy group"" is affiliated with a specific address. The entity boundaries are also correctly identified, as the subject and object positions match the corresponding entities in the source sentence.",5.164601802825928,
0xa412,Promising opportunities,include,the installation of biogas recovery systems at landfills,,,,1. Introduction,Copy of Sheets et al. 201720251113.pdf,Promising opportunities to address this issue include the installation of biogas recovery systems at landfills and the diversion of organic wastes to engineered anaerobic digestion (AD) systems [3].,True,4.0,3.0,"The relation is accurately represented in the sentence, as it correctly states that ""promising opportunities"" include a specific action (""the installation of biogas recovery systems at landfills""). However, the faithfulness rating is not a perfect 5 because the source sentence also mentions another related action (""the diversion of organic wastes to engineered anaerobic digestion (AD) systems""), which is not included in the extracted relation. The boundary quality rating is not a perfect 5 because the subject and object positions could be more precisely defined, as they are based on character counts rather than explicit word boundaries.",4.452023983001709,,True,5.0,5.0,"The relation ""include"" is directly stated in the sentence, as it clearly mentions that promising opportunities include the installation of biogas recovery systems at landfills. The subject and object boundaries are also correctly identified, as they correspond to the actual entities mentioned in the source sentence.",4.9039061069488525,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Promising opportunities"" as the subject and ""the installation of biogas recovery systems at landfills"" as the object. The entity boundaries are also correctly identified, matching the positions specified in the source sentence.",5.03989577293396,
0xa3fa,Yebo Li,is affiliated with,"Department of Food, Agricultural and Biological Engineering (The Ohio State University/Ohio Agricultural Research and Development Center)",,,,Development and evaluation of a trickle bed bioreactor for enhanced mass transfer and methanol production from biogas,Copy of Sheets et al. 201720251113.pdf,"Johnathon P. Sheets a , Kathryn Lawson a , Xumeng Ge a , c , Lingling Wang b , Zhongtang Yu b , Yebo Li a , c , ∗

a Department of Food, Agricultural and Biological Engineering, The Ohio State University/Ohio Agricultural Research and Development Center, 1680 Madison Ave., Wooster, OH, 44691-4096, USA

b Department of Animal Sciences, The Ohio State University, Columbus, OH, 43210, USA

c quasar energy group, 8600 E. Pleasant Valley Rd, Independence, OH 44131, USA",True,5.0,5.0,"The relation ""is affiliated with"" is directly stated in the source sentence, and the entity boundaries (subject and object) are correctly identified as Yebo Li being affiliated with the Department of Food, Agricultural and Biological Engineering.",2.6776318550109863,,True,,,"The subject ""Yebo Li"" is explicitly mentioned as being affiliated with the Department of Food, Agricultural and Biological Engineering at The Ohio State University/Ohio Agricultural Research and Development Center in the provided address information. This relation is directly stated in the source sentence. The entity boundaries are correctly identified as the subject ""Yebo Li"" and the object is the department mentioned in the address.",6.613572120666504,,True,5.0,5.0,"The relation is directly stated in the sentence, as it explicitly mentions ""Yebo Li"" being affiliated with the Department of Food, Agricultural and Biological Engineering. The entity boundaries are also correctly identified, with ""Yebo Li"" clearly marked as the subject and the department name as the object.",5.6923980712890625,
0xa40f,Biogas,is released,directly to the atmosphere,,,,1. Introduction,Copy of Sheets et al. 201720251113.pdf,"[1,2], where anaerobic microorganisms convert organic wastes to biogas (30-70% CH4, 30-70% CO2, 0-2000 ppm hydrogen sulfide (H2S)) that is released directly to the atmosphere Promising opportunities to address this issue include the installation of biogas recovery systems at landfills and the diversion of organic wastes to engineered anaerobic digestion (AD) systems [3]. In both cases, biogas can be captured and used as a source of renewable fuel, such as compressed natural gas (CNG), or can be",True,5.0,5.0,"The relation is accurately represented in the sentence, as it states that biogas ""is released directly to the atmosphere"". This phrase exactly matches the extracted relation. The faithfulness rating of 5 indicates that the relation is directly stated without any additional information or modifications. The boundary quality rating of 5 also indicates that the entity boundaries (subject and object) are correctly identified, with ""biogas"" as the subject and ""directly to the atmosphere"" as the object.",3.9244680404663086,,True,5.0,5.0,"The relation ""Biogas is released"" is directly stated in the sentence, and the biogas subject and the object ""directly to the atmosphere"" are correctly identified.",4.418699026107788,,True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that biogas is released directly to the atmosphere. The entity boundaries are also correctly identified, with ""biogas"" being the subject and ""directly to the atmosphere"" being the object.",5.266769170761108,
0xa40d,Methane,is a,valuable energy source,,,,1. Introduction,Copy of Sheets et al. 201720251113.pdf,"Methane (CH4) is a valuable energy source, but it is also a potent greenhouse gas that has ∼ 25 times the 100-year global warming potential of carbon dioxide (CO2)",True,4.0,3.0,"The relation ""is a valuable energy source"" is accurately represented in the sentence, but it's not directly stated as a separate fact. Instead, it's part of a larger statement that also mentions methane being a potent greenhouse gas.",2.527853012084961,,True,5.0,5.0,"The relation ""Methane is a valuable energy source"" is directly stated in the sentence. The subject, object, and their boundaries are correctly identified.",3.6604578495025635,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Methane"" being the subject and ""valuable energy source"" being the object. The entity boundaries are also correctly identified, as they match the positions of the words in the original sentence.",4.7096288204193115,
